,0,1,2
178,44750,0.0687,97.1725
179,45000,0.1287,97.4968
180,45250,0.0596,96.9487
181,45500,0.0209,96.8756
182,45750,0.0870,97.2547
183,46000,0.0803,97.3324
184,46250,0.0571,96.9852
185,46500,0.0091,97.3324
186,46750,0.1222,97.1862
187,47000,0.0192,97.0948
188,47250,0.0664,97.2684
189,47500,0.0453,97.2730
190,47750,0.0303,96.8938
191,48000,0.0239,96.9350
192,48250,0.0192,97.2730
193,48500,0.0070,97.1770
194,48750,0.1596,97.1131
195,49000,0.0599,96.9852
196,49250,0.1340,97.3689
197,49500,0.1186,97.2136
198,49750,0.0180,96.6472
199,50000,0.0061,97.4466
200,50250,0.1234,97.4740
201,50500,0.0945,96.9715
202,50750,0.1116,96.7751
203,51000,0.1663,97.1314
204,51250,0.0363,97.1999
205,51500,0.0567,97.2136
206,51750,0.0431,96.9487
207,52000,0.0134,97.2501
208,52250,0.0188,97.3187
209,52500,0.0453,97.0354
210,52750,0.1118,97.0811
211,53000,0.0249,97.2638
212,53250,0.0154,97.0948
213,53500,0.1148,97.0309
214,53750,0.0644,97.2364
215,54000,0.0436,97.4374
216,54250,0.1328,96.8710
217,54500,0.0352,96.9806
218,54750,0.0165,97.3415
219,55000,0.0081,97.3506
220,55250,0.0439,97.2547
221,55500,0.0391,97.1770
222,55750,0.0227,97.2730
223,56000,0.0570,97.2730
224,56250,0.0821,97.0857
225,56500,0.0629,97.1953
226,56750,0.0345,96.7614
227,57000,0.0543,97.4420
228,57250,0.1027,97.3415
229,57500,0.1293,97.4511
230,57750,0.0158,96.9121
231,58000,0.1497,97.1542
232,58250,0.0755,97.3552
233,58500,0.1099,97.0354
234,58750,0.1156,97.6338
235,59000,0.0256,97.1770
236,59250,0.0552,97.3050
237,59500,0.1682,97.1314
238,59750,0.0536,96.9624
239,60000,0.0548,97.1268
240,60250,0.0854,97.0629
241,60500,0.0101,97.4968
242,60750,0.1568,97.2090
243,61000,0.0209,97.2638
244,61250,0.0102,97.0629
245,61500,0.0534,97.0172
246,61750,0.0402,97.4283
247,62000,0.0337,96.8893
248,62250,0.0740,97.2501
249,62500,0.0446,97.0948
250,62750,0.0351,97.3689
251,63000,0.0123,96.9030
252,63250,0.0816,96.7568
253,63500,0.0887,97.2593
254,63750,0.0275,97.0217
255,64000,0.0329,97.2456
256,64250,0.0087,97.0309
257,64500,0.0226,97.0354
258,64750,0.0230,96.9943
259,65000,0.0085,96.9212
260,65250,0.0965,97.3506
261,65500,0.1093,97.0309
262,65750,0.0284,97.3552
263,66000,0.0187,97.0537
264,66250,0.0341,97.1816
265,66500,0.0194,96.7568
266,66750,0.0276,96.5878
267,67000,0.0812,97.4237
268,67250,0.0099,97.0400
269,67500,0.0393,97.2501
270,67750,0.1390,97.0217
271,68000,0.0758,97.2638
272,68250,0.0070,97.0994
273,68500,0.0197,96.7888
274,68750,0.0738,97.3735
275,69000,0.0408,97.1725
276,69250,0.0116,96.9715
277,69500,0.0874,97.0857
278,69750,0.0651,97.2045
279,70000,0.0317,97.1816
280,70250,0.0101,96.6152
281,70500,0.0157,97.0354
282,70750,0.0202,97.0309
283,71000,0.0557,96.8208
284,71250,0.1210,96.8345
285,71500,0.1413,97.2775
286,71750,0.0185,97.2045
287,72000,0.0486,96.5695
288,72250,0.0362,97.3461
289,72500,0.0810,97.1862
290,72750,0.0859,96.9075
291,73000,0.0187,96.9578
292,73250,0.0514,97.0263
293,73500,0.0972,97.1085
294,73750,0.0668,96.4051
295,74000,0.0643,97.2182
296,74250,0.0743,96.7431
297,74500,0.1086,97.1177
298,74750,0.0137,97.2182
299,75000,0.0177,96.9304
300,75250,0.0382,96.9532
301,75500,0.0143,96.3229
302,75750,0.1011,97.3552
303,76000,0.0145,97.0583
304,76250,0.0506,97.0217
305,76500,0.0109,97.2958
306,76750,0.0302,96.9075
307,77000,0.1263,96.9121
308,77250,0.0221,96.3503
309,77500,0.0510,97.2136
310,77750,0.0068,97.0172
311,78000,0.0489,96.7751
312,78250,0.0803,96.9350
313,78500,0.0364,96.7385
314,78750,0.1103,96.8619
315,79000,0.0515,96.7431
316,79250,0.0722,97.3187
317,79500,0.0683,97.0080
318,79750,0.0118,96.6746
319,80000,0.1089,96.9669
320,80250,0.0623,96.8116
321,80500,0.0111,97.3050
322,80750,0.0477,96.7431
323,81000,0.0853,97.4100
324,81250,0.0523,97.0948
325,81500,0.1001,96.6517
326,81750,0.0307,96.9898
327,82000,0.0661,96.5832
328,82250,0.0062,97.2684
329,82500,0.0038,96.7522
330,82750,0.1469,97.0948
331,83000,0.0357,97.0172
332,83250,0.0373,96.7385
333,83500,0.0432,97.0263
334,83750,0.0989,96.9350
335,84000,0.0486,96.9761
336,84250,0.0139,96.8710
337,84500,0.1250,97.3415
338,84750,0.0482,97.3187
339,85000,0.0260,96.7477
340,85250,0.0066,97.2547
341,85500,0.0262,96.8801
342,85750,0.0546,97.1177
343,86000,0.0456,96.7477
344,86250,0.0051,97.2547
345,86500,0.0162,97.2821
346,86750,0.0363,96.6929
347,87000,0.0174,96.8801
348,87250,0.0141,96.9395
349,87500,0.0154,97.0217
